Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month,Fires_Ontario_Total
MOUNTAINVIEW,19.1,29.2,7.0,0.0,121.2,55.5,2014,June,73.0
TORONTO BUTTONVILLE A,19.3,30.0,7.2,0.0,102.4,56.3,2014,June,73.0
TORONTO NORTH YORK,19.6,30.5,6.0,0.0,114.8,66.0,2014,June,73.0
COE HILL,17.6,29.5,7.5,0.0,89.5,19.2,2014,June,73.0
HALIBURTON 3,17.2,29.5,5.0,0.0,241.4,24.3,2014,June,73.0
PETERBOROUGH,17.7,28.7,4.6,,76.9,30.8,2014,June,73.0
PETERBOROUGH TRENT U,17.4,29.9,3.9,,,20.4,2014,June,73.0
SONYA SUNDANCE MEADOWS,,,,0.0,72.8,,2014,June,73.0
TAPLEY,,,,0.0,78.0,,2014,June,73.0
BANCROFT AUTO,16.6,29.8,3.7,,112.1,17.3,2014,June,73.0
BIG TROUT LAKE READAC,9.1,26.6,-3.9,,90.0,1.0,2000,June,44.0
EAR FALLS (AUT),13.1,26.1,0.7,,144.1,0.3,2000,June,44.0
LANSDOWNE HOUSE (AUT),8.7,25.4,-5.3,,109.9,0.0,2000,June,44.0
PEAWANUCK (AUT),6.3,27.2,-4.2,,0.0,0.0,2000,June,44.0
PICKLE LAKE A,12.2,26.1,-1.3,0.6,109.8,2.3,2000,June,44.0
RED LAKE A,12.1,24.5,0.1,6.0,213.8,0.0,2000,June,44.0
ATIKOKAN MARMION,12.9,24.5,2.0,0.0,152.7,1.3,2000,June,44.0
BARWICK,14.5,28.0,0.5,0.0,124.4,2.6,2000,June,44.0
FORT FRANCES A,14.5,28.0,1.0,0.0,151.6,3.1,2000,June,44.0
MINE CENTRE,14.0,28.0,0.5,0.0,139.6,1.1,2000,June,44.0
RAINY RIVER,15.2,28.5,2.0,0.0,158.1,7.3,2000,June,44.0
STRATTON ROMYN,,,,0.0,171.8,,2000,June,44.0
EMO RADBOURNE,14.0,28.5,-1.5,0.0,149.6,0.5,2000,June,44.0
DRYDEN A,13.5,28.8,2.1,0.0,188.8,2.4,2000,June,44.0
DRYDEN 'A' (AUT),13.6,28.2,2.6,,174.5,2.3,2000,June,44.0
KENORA A,14.3,27.6,3.7,0.0,257.2,4.7,2000,June,44.0
RAWSON LAKE,13.8,28.0,3.5,0.0,223.6,2.6,2000,June,44.0
SIOUX LOOKOUT A,12.9,26.8,1.6,0.0,199.4,1.1,2000,June,44.0
ARMSTRONG (AUT),11.4,25.9,-2.0,,131.6,0.6,2000,June,44.0
CAMERON FALLS (AUT),12.7,27.2,-0.3,,165.2,0.0,2000,June,44.0
CARIBOU ISLAND (AUT),8.6,15.5,0.0,,85.2,0.0,2000,June,44.0
GERALDTON A,11.7,25.0,-0.8,0.0,116.2,1.1,2000,June,44.0
FLINT,13.0,28.0,-2.0,0.0,141.9,2.3,2000,June,44.0
HEMLO BATTLE MOUNTAIN,12.3,25.0,0.0,0.0,167.6,0.0,2000,June,44.0
LAKEHEAD UNIVERSITY,12.9,28.5,1.0,0.0,117.8,2.6,2000,June,44.0
PUKASKWA (AUT),10.3,22.9,2.4,,160.6,0.0,2000,June,44.0
PUKASKWA NATL PARK,10.6,22.9,2.4,,166.6,0.0,2000,June,44.0
TERRACE BAY A,10.4,21.3,-1.4,0.0,171.2,0.0,2000,June,44.0
THUNDER BAY A,12.9,28.6,-0.4,,108.5,2.3,2000,June,44.0
THUNDER BAY AWOS,12.9,28.6,-0.4,,108.5,2.3,2000,June,44.0
TRANQUILLO RIDGE,13.1,28.9,-0.5,0.0,146.3,4.4,2000,June,44.0
UPSALA (AUT),11.1,25.3,-0.4,,68.8,0.0,2000,June,44.0
WHITEFISH LAKE,12.4,27.0,-2.0,0.0,146.8,0.5,2000,June,44.0
ELLIOT LAKE A,14.3,26.6,4.0,0.0,102.4,5.9,2000,June,44.0
SAULT STE MARIE 2,14.9,27.0,4.0,0.0,118.9,6.9,2000,June,44.0
SAULT STE MARIE A,14.1,27.0,1.1,,91.5,6.7,2000,June,44.0
WAWA A,11.1,25.3,0.4,0.0,141.0,0.0,2000,June,44.0
KILLARNEY (AUT),14.5,24.6,8.2,,,2.2,2000,June,44.0
BISCOTASING,,,,0.0,121.0,,2000,June,44.0
CHAPLEAU A,12.9,26.6,0.4,0.0,107.6,3.7,2000,June,44.0
CONISTON STP,15.9,29.0,1.0,0.0,84.6,7.6,2000,June,44.0
MASSEY,15.0,28.0,-0.5,0.0,71.4,11.2,2000,June,44.0
MONETVILLE,15.6,29.5,0.0,0.0,90.8,18.1,2000,June,44.0
SUDBURY A,14.9,28.3,3.3,0.0,66.1,9.2,2000,June,44.0
BONNER LAKE,12.0,26.0,-3.0,0.0,131.0,3.6,2000,June,44.0
EARLTON A,14.2,27.9,0.2,0.0,71.2,9.5,2000,June,44.0
ENGLEHART,,,,0.0,76.2,,2000,June,44.0
KAPUSKASING CDA,12.4,26.5,-1.0,0.0,145.3,4.4,2000,June,44.0
KAPUSKASING A,12.0,27.0,-1.4,0.2,134.4,5.4,2000,June,44.0
KIRKLAND LAKE CS,13.6,26.4,0.0,,74.2,7.5,2000,June,44.0
MOOSONEE UA,10.7,26.0,-3.5,0.0,103.2,4.0,2000,June,44.0
MOOSONEE A,10.4,26.2,-3.3,,89.5,1.7,2000,June,44.0
NAGAGAMI (AUT),11.1,25.8,-2.9,,280.4,0.8,2000,June,44.0
PORCUPINE ONT HYDRO,13.6,26.5,-1.0,0.0,133.5,8.9,2000,June,44.0
TIMMINS VICTOR POWER A,12.8,25.9,-1.5,0.0,129.2,6.8,2000,June,44.0
DWIGHT,15.0,27.5,1.0,0.0,134.6,10.2,2000,June,44.0
FRENCH R CHAUDIERE DAM,16.8,30.0,3.0,0.0,128.6,12.5,2000,June,44.0
MADAWASKA,15.6,28.5,-1.0,0.0,117.4,16.8,2000,June,44.0
NORTH BAY A,14.9,28.2,3.2,0.0,159.6,11.3,2000,June,44.0
STURGEON FALLS,,,,0.0,96.2,,2000,June,44.0
GORE BAY A,15.3,27.5,4.8,,68.0,7.6,2000,June,44.0
GREAT DUCK ISLAND (AUT),13.0,18.8,6.7,,180.4,0.0,2000,June,44.0
SANDFIELD,14.5,26.5,3.0,0.0,108.8,5.1,2000,June,44.0
APPLETON,16.6,28.0,1.5,0.0,145.4,25.1,2000,June,44.0
AVONMORE,16.7,29.0,1.0,0.0,122.6,31.6,2000,June,44.0
BROCKVILLE PCC,16.7,27.0,4.5,0.0,124.0,19.6,2000,June,44.0
CARDINAL,17.1,28.0,3.5,0.0,114.4,35.1,2000,June,44.0
CHALK RIVER AECL,16.1,30.0,2.0,0.0,111.9,15.9,2000,June,44.0
COMBERMERE,15.8,29.0,2.0,0.0,128.2,9.8,2000,June,44.0
CORNWALL,17.9,30.0,4.5,0.0,100.5,47.6,2000,June,44.0
DALHOUSIE MILLS,16.6,30.0,0.0,0.0,132.6,32.0,2000,June,44.0
GODFREY,16.7,27.5,4.0,0.0,111.8,23.8,2000,June,44.0
DRUMMOND CENTRE,16.5,29.0,1.0,0.0,138.8,21.2,2000,June,44.0
GRENADIER ISLAND,17.1,27.5,6.5,,114.2,26.0,2000,June,44.0
HARTINGTON IHD,16.4,28.0,4.5,0.0,128.4,17.4,2000,June,44.0
KEMPTVILLE CS,16.8,28.1,2.1,,53.4,16.8,2000,June,44.0
KINGSTON PUMPING STATION,16.8,27.0,7.5,0.0,132.7,20.7,2000,June,44.0
LYNDHURST SHAWMERE,17.0,28.0,5.0,0.0,134.5,26.6,2000,June,44.0
MORRISBURG,17.0,29.0,2.0,0.0,123.2,35.7,2000,June,44.0
OAK VALLEY,17.5,29.0,3.0,0.0,126.4,38.0,2000,June,44.0
OMPAH,15.2,28.0,-1.0,0.0,159.8,10.1,2000,June,44.0
OMPAH-SEITZ,16.0,28.0,1.5,0.0,149.8,16.0,2000,June,44.0
OTTAWA CDA,17.5,29.0,2.9,0.0,171.3,36.9,2000,June,44.0
OTTAWA MACDONALD-CARTIER INT'L  A,16.9,29.0,4.0,0.0,131.0,30.7,2000,June,44.0
PEMBROKE SE,16.4,29.5,1.5,0.0,126.4,20.1,2000,June,44.0
PETAWAWA A,15.1,29.8,0.2,,46.5,9.7,2000,June,44.0
ROLPHTON,15.7,29.5,3.5,0.0,88.5,11.8,2000,June,44.0
RUSSELL,17.3,29.0,1.0,0.0,150.8,34.8,2000,June,44.0
ST. ALBERT,16.7,28.0,0.0,0.0,132.1,29.5,2000,June,44.0
PETAWAWA HOFFMAN,16.6,30.5,2.5,0.0,80.1,20.7,2000,June,44.0
ALLISTON NELSON,18.0,31.0,6.0,0.0,227.6,40.0,2000,June,44.0
BARRIE (AUT),16.2,29.5,5.8,,122.0,19.2,2000,June,44.0
BARRIE WPCC,17.7,32.0,7.0,0.0,219.5,34.6,2000,June,44.0
BEATRICE 2,14.8,28.5,1.0,0.0,97.4,13.9,2000,June,44.0
BEAUSOLEIL,16.1,28.6,5.7,,0.0,18.7,2000,June,44.0
BRITT (AUT),15.0,29.9,0.0,,57.2,15.5,2000,June,44.0
CHATSWORTH,16.4,31.0,2.0,0.0,118.0,29.1,2000,June,44.0
COLDWATER WARMINSTER,16.7,30.5,5.0,0.0,131.0,24.6,2000,June,44.0
COLLINGWOOD,17.1,31.7,5.7,,96.0,33.7,2000,June,44.0
COOKSTOWN,16.3,30.0,2.5,0.0,251.4,21.4,2000,June,44.0
DORSET MOE,15.4,28.0,1.5,0.0,93.9,15.4,2000,June,44.0
DUNCHURCH,15.4,28.5,0.0,0.0,109.4,18.2,2000,June,44.0
DURHAM,16.9,29.5,5.0,0.0,162.8,29.3,2000,June,44.0
ESSA ONT HYDRO,17.4,32.5,3.0,0.0,226.7,36.2,2000,June,44.0
HANOVER,17.3,30.5,4.5,0.0,130.5,37.9,2000,June,44.0
HONEY HBR BEAUSOLEIL,16.1,28.6,5.7,,64.7,18.7,2000,June,44.0
HUNTSVILLE WPCP,15.8,29.0,4.0,0.0,94.6,10.6,2000,June,44.0
LAGOON CITY,16.5,25.7,6.7,,118.5,16.0,2000,June,44.0
MIDLAND WATER POLLUTION CONTROL PLANT,17.3,30.5,7.0,0.0,90.8,28.8,2000,June,44.0
MIDLAND HURONIA A,16.2,30.0,4.0,0.0,118.7,21.5,2000,June,44.0
MOONSTONE,16.4,30.5,3.5,0.0,149.8,23.4,2000,June,44.0
MUSKOKA A,15.2,29.0,2.9,0.0,75.3,11.4,2000,June,44.0
ORILLIA BRAIN,16.8,30.5,5.5,0.0,126.8,25.1,2000,June,44.0
OWEN SOUND MOE,16.9,35.0,6.5,0.0,152.2,29.7,2000,June,44.0
PORT LAW,15.6,28.0,2.5,0.0,165.2,18.4,2000,June,44.0
POWASSAN,14.8,29.0,0.0,0.0,114.6,15.2,2000,June,44.0
PRICEVILLE,,,,0.0,142.2,,2000,June,44.0
PROTON STATION,15.8,28.0,3.0,0.0,202.6,19.8,2000,June,44.0
ROCKLYN,16.1,28.5,3.5,0.0,120.3,20.4,2000,June,44.0
SHANTY BAY,16.6,31.0,4.5,0.0,179.0,22.4,2000,June,44.0
TROUT CREEK,,,,0.0,115.4,,2000,June,44.0
UDORA,16.8,30.5,4.0,0.0,254.9,24.0,2000,June,44.0
WALTERS FALLS,16.7,30.0,5.0,0.0,103.6,23.5,2000,June,44.0
WIARTON A,15.7,30.0,1.2,0.0,114.3,17.2,2000,June,44.0
WILDER LAKE,16.5,29.5,3.0,0.0,141.1,28.3,2000,June,44.0
WESTERN ISLAND (AUT),11.2,23.2,0.0,,,0.0,2000,June,44.0
THORNBURY SLAMA,16.7,31.0,4.0,0.0,113.0,32.2,2000,June,44.0
EGBERT CARE,16.9,30.5,4.5,0.0,213.6,27.3,2000,June,44.0
GRAVENHURST BEAVER CREEK,15.9,30.0,3.0,0.0,73.4,20.7,2000,June,44.0
BLYTH,17.2,31.5,5.5,0.0,201.0,36.7,2000,June,44.0
CYPRUS LAKE CS,14.6,28.6,2.1,,105.2,7.7,2000,June,44.0
DASHWOOD,18.9,32.0,7.5,0.0,187.8,57.8,2000,June,44.0
COVE ISLAND (AUT),13.4,23.5,7.6,,0.0,0.2,2000,June,44.0
EXETER,18.8,32.0,7.0,0.0,191.7,51.6,2000,June,44.0
GODERICH,17.3,29.9,6.5,,116.8,32.2,2000,June,44.0
NAIRN,19.0,34.0,5.5,0.0,149.8,56.7,2000,June,44.0
KINCARDINE,17.1,30.0,4.5,0.0,133.8,30.7,2000,June,44.0
PETROLIA TOWN,19.3,32.5,5.5,0.0,128.2,70.9,2000,June,44.0
PORT ELGIN,16.8,30.5,5.0,0.0,89.0,31.0,2000,June,44.0
SARNIA AIRPORT,18.9,32.0,6.8,0.0,179.2,60.3,2000,June,44.0
TARA,16.7,30.5,4.5,0.0,91.0,26.5,2000,June,44.0
WROXETER,,,,0.0,206.4,,2000,June,44.0
THEDFORD,19.2,33.0,6.5,0.0,131.0,65.1,2000,June,44.0
AMHERSTBURG,20.9,32.0,9.0,0.0,95.4,104.0,2000,June,44.0
AYLMER,19.0,30.5,8.0,0.0,157.4,55.2,2000,June,44.0
AYLMER ONT HYDRO,,,,0.0,156.0,,2000,June,44.0
BELLE RIVER,21.2,33.8,10.8,,,109.3,2000,June,44.0
CHATHAM WPCP,20.7,32.0,9.5,0.0,124.5,96.8,2000,June,44.0
DELHI CS,18.9,31.2,6.2,,227.0,58.7,2000,June,44.0
FORT ERIE,17.5,31.0,4.5,0.0,154.7,32.1,2000,June,44.0
HAGERSVILLE,18.5,32.0,7.5,0.0,189.6,54.3,2000,June,44.0
KINGSVILLE MOE,20.5,29.0,9.5,0.0,103.9,91.9,2000,June,44.0
NEW GLASGOW,18.9,30.0,7.0,0.0,107.0,62.6,2000,June,44.0
NIAGARA FALLS NPCSH,19.0,32.0,8.0,0.0,159.2,57.2,2000,June,44.0
PORT COLBORNE,17.9,30.0,8.0,0.0,203.2,36.5,2000,June,44.0
PORT WELLER (AUT),17.6,28.1,9.4,,225.8,33.1,2000,June,44.0
RIDGETOWN AUTOMATIC CLIMATE STATION,20.0,32.6,6.1,,84.4,85.3,2000,June,44.0
RIDGEVILLE,18.2,30.5,8.0,0.0,229.7,46.6,2000,June,44.0
ST CATHARINES A,18.8,29.8,7.0,0.0,176.9,62.9,2000,June,44.0
ST CATHARINES POWER GLEN,18.8,31.0,8.0,0.0,193.7,57.4,2000,June,44.0
ST THOMAS WPCP,18.9,30.0,5.5,0.0,159.8,54.2,2000,June,44.0
SMITHVILLE,18.4,31.0,6.0,0.0,180.2,54.3,2000,June,44.0
SOUTHEAST SHOAL (AUT),19.8,27.1,10.8,,,72.2,2000,June,44.0
THOROLD,19.0,33.0,7.0,0.0,203.8,62.1,2000,June,44.0
TILLSONBURG NORTH,19.1,31.5,7.0,0.0,238.2,57.8,2000,June,44.0
TILLSONBURG MOE,,,,0.0,234.1,,2000,June,44.0
VINELAND,18.9,30.0,9.0,0.0,189.6,58.6,2000,June,44.0
VINELAND RITTENHOUSE,18.7,30.5,9.0,0.0,192.6,55.9,2000,June,44.0
WATERFORD,,,,0.0,185.9,,2000,June,44.0
WELLAND,18.6,31.5,7.0,0.0,181.4,53.2,2000,June,44.0
WINDSOR RIVERSIDE,21.5,34.0,9.0,0.0,113.3,120.6,2000,June,44.0
WINDSOR A,20.7,32.4,9.5,0.0,135.4,98.7,2000,June,44.0
WOODSLEE CDA AUTOMATIC CLIMATE STATION,21.0,32.6,8.3,,129.6,105.7,2000,June,44.0
HARROW AUTOMATIC CLIMATE STATION,20.8,32.0,8.0,,136.8,102.0,2000,June,44.0
PORT COLBORNE (AUT),16.5,26.6,8.6,,,12.7,2000,June,44.0
ERIEAU (AUT),17.9,25.2,10.6,,,25.8,2000,June,44.0
POINT PELEE CS,18.1,29.0,4.4,,21.8,24.7,2000,June,44.0
BRANTFORD MOE,18.5,30.5,5.0,0.0,218.3,53.2,2000,June,44.0
CAMBRIDGE-STEWART,,,,0.0,157.6,,2000,June,44.0
CULLODEN EASEY,18.4,30.0,8.0,0.0,275.6,44.5,2000,June,44.0
DORCHESTER,,,,0.0,215.4,,2000,June,44.0
EMBRO INNES,,,,0.0,193.6,,2000,June,44.0
FERGUS SHAND DAM,17.4,30.0,7.0,0.0,205.0,33.6,2000,June,44.0
FERGUS MOE,17.1,31.0,6.0,0.0,222.8,28.4,2000,June,44.0
FOLDENS,18.5,29.5,8.5,0.0,166.6,47.6,2000,June,44.0
GLEN ALLAN,17.1,30.0,6.0,0.0,203.5,31.6,2000,June,44.0
GUELPH TURFGRASS CS,17.6,26.2,7.6,,78.2,8.0,2000,June,44.0
ILDERTON BEAR CREEK,19.4,32.0,6.5,0.0,195.6,63.4,2000,June,44.0
LONDON INT'L AIRPORT,18.5,30.4,7.1,0.0,206.0,46.9,2000,June,44.0
LONDON NW,19.1,32.5,5.0,0.0,220.4,63.7,2000,June,44.0
MOUNT FOREST,16.9,30.0,5.0,0.0,229.0,31.7,2000,June,44.0
MOUNT FOREST (AUT),16.0,28.8,5.3,,215.8,19.3,2000,June,44.0
ROSEVILLE,18.2,29.5,7.5,0.0,179.9,41.8,2000,June,44.0
RUSKVIEW,16.7,28.5,6.0,0.0,189.8,23.8,2000,June,44.0
SALEM,17.1,30.0,6.5,0.0,211.7,28.7,2000,June,44.0
SCOTLAND,,,,0.0,223.5,,2000,June,44.0
STRATFORD MOE,18.3,32.5,7.0,0.0,142.4,48.1,2000,June,44.0
STRATHROY-MULLIFARRY,19.3,33.5,6.5,0.0,220.6,64.0,2000,June,44.0
WATERLOO WPCP,,,,0.0,152.1,,2000,June,44.0
WATERLOO WELLINGTON A,17.8,30.4,7.9,0.0,150.0,35.4,2000,June,44.0
WOODSTOCK,19.0,31.0,6.0,0.0,185.2,59.9,2000,June,44.0
ELORA AUTOMATIC CLIMATE STATION,17.2,30.9,7.0,,179.8,31.4,2000,June,44.0
NILESTOWN,18.7,30.5,5.5,0.0,214.1,53.2,2000,June,44.0
NEWTON,17.5,30.0,5.0,0.0,201.6,40.3,2000,June,44.0
ALBERTON,18.4,31.0,6.0,0.0,207.8,50.5,2000,June,44.0
ALBION,,,,0.0,214.2,,2000,June,44.0
ALBION FIELD CENTRE,16.9,28.0,3.0,0.0,135.6,26.0,2000,June,44.0
BELLEVILLE,17.4,26.5,7.0,0.0,161.4,25.8,2000,June,44.0
BLOOMFIELD,,,,0.0,142.4,,2000,June,44.0
BOWMANVILLE MOSTERT,16.9,27.5,6.0,0.0,244.1,17.2,2000,June,44.0
BURKETON MCLAUGHLIN,16.4,27.5,4.0,0.0,211.8,12.8,2000,June,44.0
BURLINGTON PIERS (AUT),17.6,30.2,9.9,,,32.9,2000,June,44.0
CALEDON NORTH,17.1,29.5,6.0,0.0,216.8,28.7,2000,June,44.0
CAMBORNE,16.8,28.5,6.0,0.0,218.4,16.1,2000,June,44.0
CENTREVILLE,16.9,28.5,4.0,0.0,138.8,23.3,2000,June,44.0
COBOURG (AUT),15.4,23.1,7.9,,190.6,2.0,2000,June,44.0
COBOURG STP,15.7,24.5,6.0,0.0,167.8,5.4,2000,June,44.0
CRESSY,16.6,27.5,8.0,0.0,133.4,16.5,2000,June,44.0
FRENCHMANS BAY,,,,0.0,174.6,,2000,June,44.0
GEORGETOWN WWTP,15.9,30.0,2.5,0.0,190.6,14.0,2000,June,44.0
GLEN HAFFY MONO MILLS,,,,0.0,228.5,,2000,June,44.0
HAMILTON A,17.9,29.8,6.8,0.0,203.1,38.6,2000,June,44.0
HAMILTON RBG CS,18.2,31.1,7.6,,206.8,43.4,2000,June,44.0
HORNBY TRAFALGAR TS,,,,0.0,149.8,,2000,June,44.0
JANETVILLE,17.5,28.5,4.0,0.0,230.2,27.3,2000,June,44.0
KALADAR,16.6,28.5,4.5,0.0,160.8,19.9,2000,June,44.0
KING SMOKE TREE,17.4,30.0,6.0,0.0,180.0,31.4,2000,June,44.0
MADOC,16.7,29.5,3.5,0.0,207.2,19.8,2000,June,44.0
MILLGROVE,18.2,31.0,6.0,0.0,204.4,45.0,2000,June,44.0
ORANGEVILLE MOE,17.0,30.5,4.5,0.0,219.0,30.9,2000,June,44.0
OSHAWA WPCP,16.6,27.0,7.0,0.0,201.8,13.9,2000,June,44.0
OAKVILLE GERARD,18.4,32.5,7.0,0.0,137.0,47.1,2000,June,44.0
POINT PETRE (AUT),15.0,23.7,6.2,,112.8,0.5,2000,June,44.0
PONTYPOOL,16.3,28.0,5.0,0.0,191.9,16.5,2000,June,44.0
RICHMOND HILL,17.9,31.5,7.0,0.0,162.1,36.0,2000,June,44.0
SANDHILL,,,,0.0,186.9,,2000,June,44.0
STIRLING,,,,0.0,154.6,,2000,June,44.0
THORNHILL GRANDVIEW,,,,0.0,162.8,,2000,June,44.0
TORONTO,18.7,29.2,9.7,0.0,162.2,50.8,2000,June,44.0
TORONTO ISLAND A,16.8,27.5,9.0,,139.0,17.4,2000,June,44.0
TORONTO LESTER B. PEARSON INT'L A,18.2,31.3,8.6,0.0,169.2,41.1,2000,June,44.0
TRENTON A,16.7,26.9,5.2,0.0,188.0,18.0,2000,June,44.0
WARKWORTH,,,,0.0,188.0,,2000,June,44.0
WOODBRIDGE,18.4,32.0,6.5,0.0,168.6,39.6,2000,June,44.0
WOOLER,16.5,29.5,3.0,0.0,187.8,19.5,2000,June,44.0
MOUNTAINVIEW,16.9,27.0,5.5,0.0,145.6,20.1,2000,June,44.0
TORONTO BUTTONVILLE A,17.2,31.9,6.5,0.0,167.0,23.3,2000,June,44.0
NEWMARKET 3,,,,0.0,189.0,,2000,June,44.0
OAKVILLE SOUTHEAST WPCP,18.2,32.0,7.5,0.0,157.2,48.4,2000,June,44.0
NAPANEE,16.8,28.0,5.0,0.0,138.6,25.3,2000,June,44.0
TORONTO NORTH YORK,18.0,31.5,6.5,0.0,175.9,41.6,2000,June,44.0
BOLTON NORTH,17.4,31.0,6.0,0.0,189.5,29.8,2000,June,44.0
HALIBURTON 3,15.5,28.0,1.0,0.0,99.8,13.9,2000,June,44.0
LINDSAY FROST,16.3,29.0,4.0,0.0,204.2,20.6,2000,June,44.0
MINDEN,16.4,30.5,2.5,0.0,117.2,25.5,2000,June,44.0
NORWOOD,16.3,29.5,2.5,0.0,188.0,19.6,2000,June,44.0
PETERBOROUGH A,16.2,30.0,4.6,0.0,202.6,15.7,2000,June,44.0
PETERBOROUGH TORRANCE,16.9,30.5,4.0,0.0,207.8,25.4,2000,June,44.0
PETERBOROUGH TRENT U,17.3,30.5,4.0,0.0,183.8,30.4,2000,June,44.0
WOODVILLE,16.6,30.5,4.5,0.0,238.4,17.1,2000,June,44.0
BANCROFT AUTO,14.6,28.8,-1.7,,235.4,7.4,2000,June,44.0
WARSAW,,,,0.0,150.6,,2000,June,44.0
BIG TROUT LAKE A,15.7,26.6,3.6,,97.5,12.2,2014,July,86.0
BIG TROUT LAKE,15.6,26.9,3.4,,94.1,12.4,2014,July,86.0
EAR FALLS (AUT),17.1,29.0,5.5,,81.6,22.2,2014,July,86.0
FORT SEVERN A,11.5,28.5,1.7,,49.1,3.2,2014,July,86.0
LANSDOWNE HOUSE (AUT),16.0,28.7,3.9,,48.4,17.9,2014,July,86.0
MUSKRAT DAM,16.7,28.0,4.6,,95.4,20.4,2014,July,86.0
PEAWANUCK (AUT),12.6,30.0,-0.6,,79.1,10.5,2014,July,86.0
PICKLE LAKE (AUT),16.7,27.5,6.6,,89.8,24.5,2014,July,86.0
PICKLE LAKE A,16.7,27.6,6.5,,,27.1,2014,July,86.0
RED LAKE A,17.4,28.1,3.7,,,25.3,2014,July,86.0
SANDY LAKE A,16.8,28.5,4.6,,74.1,25.6,2014,July,86.0
BARWICK,17.6,33.0,6.5,0.0,76.6,23.1,2014,July,86.0
ATIKOKAN (AUT),16.9,32.0,5.2,,105.1,21.1,2014,July,86.0
FORT FRANCES RCS,17.2,30.6,5.0,,103.7,24.7,2014,July,86.0
MINE CENTRE SOUTHWEST,17.7,34.0,6.0,0.0,143.7,25.2,2014,July,86.0
DRYDEN REGIONAL,17.6,29.7,5.7,,72.3,31.6,2014,July,86.0
KENORA RCS,18.4,29.7,8.6,,88.0,42.3,2014,July,86.0
KENORA A,18.5,29.9,8.4,0.0,106.0,43.8,2014,July,86.0
RAWSON LAKE,17.6,29.5,6.5,0.0,60.5,29.0,2014,July,86.0
SIOUX LOOKOUT A,15.8,29.0,2.9,0.0,124.4,15.9,2014,July,86.0
ARMSTRONG (AUT),15.3,30.9,0.2,,146.0,10.6,2014,July,86.0
CAMERON FALLS (AUT),15.4,31.4,4.0,,81.7,5.8,2014,July,86.0
CARIBOU ISLAND (AUT),8.4,16.9,3.8,,,0.0,2014,July,86.0
GERALDTON A,15.7,29.8,4.9,0.0,86.4,11.7,2014,July,86.0
PUKASKWA (AUT),12.1,21.9,2.9,,38.1,0.0,2014,July,86.0
THUNDER BAY,16.8,32.9,6.1,,112.5,8.8,2014,July,86.0
THUNDER BAY BURWOOD,17.4,31.0,5.5,0.0,107.1,12.9,2014,July,86.0
THUNDER BAY CS,16.8,33.2,5.4,,98.7,9.5,2014,July,86.0
UPSALA (AUT),15.4,29.9,4.4,,105.5,10.9,2014,July,86.0
WELCOME ISLAND (AUT),15.6,23.9,8.8,,,0.2,2014,July,86.0
LITTLE FLATLAND ISLAND (AUT),15.6,28.3,7.5,,83.0,7.1,2014,July,86.0
LAKE SUPERIOR PROVINCIAL PARK,13.7,24.7,2.7,,77.3,6.1,2014,July,86.0
SAULT STE MARIE A,15.4,27.0,3.7,0.0,42.7,6.4,2014,July,86.0
WAWA A,11.9,28.1,1.0,0.0,78.6,1.1,2014,July,86.0
KILLARNEY (AUT),17.0,23.7,11.0,,,10.1,2014,July,86.0
CHAPLEAU A,15.7,27.5,7.2,0.0,92.8,10.3,2014,July,86.0
MASSEY,16.9,27.5,5.5,0.0,132.3,17.2,2014,July,86.0
SUDBURY CLIMATE,17.0,28.8,7.6,,90.6,20.0,2014,July,86.0
SUDBURY A,16.9,28.6,7.4,0.0,100.0,18.3,2014,July,86.0
BONNER LAKE,16.5,28.0,3.0,0.0,129.5,20.7,2014,July,86.0
EARLTON A,17.3,29.0,7.3,,73.1,21.3,2014,July,86.0
EARLTON CLIMATE,17.0,29.2,5.5,,82.6,22.4,2014,July,86.0
KAPUSKASING A,15.9,27.6,3.7,0.0,175.6,17.8,2014,July,86.0
KAPUSKASING CDA ON,15.7,26.7,3.4,,153.7,15.4,2014,July,86.0
KIRKLAND LAKE CS,16.6,28.0,6.6,,89.8,20.5,2014,July,86.0
MOOSONEE,15.5,29.0,3.8,,15.5,28.9,2014,July,86.0
MOOSONEE UA,15.6,28.5,4.5,0.0,185.4,31.3,2014,July,86.0
MOOSONEE RCS,15.6,29.0,4.8,,192.3,29.6,2014,July,86.0
NAGAGAMI (AUT),15.5,28.8,2.1,,93.8,18.1,2014,July,86.0
TIMMINS CLIMATE,15.8,29.2,2.3,,100.7,13.5,2014,July,86.0
TIMMINS A,15.8,28.7,2.1,0.0,,14.9,2014,July,86.0
ALGONQUIN PARK EAST GATE,15.9,28.0,5.2,,46.0,10.3,2014,July,86.0
NORTH BAY A,16.7,27.3,7.9,,,17.9,2014,July,86.0
GORE BAY CLIMATE,17.3,25.6,7.5,,92.8,14.5,2014,July,86.0
GREAT DUCK ISLAND (AUT),15.6,23.0,9.0,,,1.4,2014,July,86.0
SANDFIELD,16.8,25.5,6.0,0.0,156.4,14.1,2014,July,86.0
APPLETON,19.6,30.0,8.5,0.0,62.0,56.9,2014,July,86.0
BROCKVILLE CLIMATE,19.1,31.8,9.5,,103.3,51.2,2014,July,86.0
BROCKVILLE PCC,19.0,28.0,9.5,0.0,102.2,43.0,2014,July,86.0
