Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month
MINE CENTRE SOUTHWEST,18.0,31.0,5.0,0.0,140.8,38.0,2019,August
DRYDEN REGIONAL,17.4,29.7,6.5,,74.2,34.5,2019,August
KENORA RCS,18.2,30.6,8.0,,110.7,43.2,2019,August
KENORA A,18.1,30.0,7.9,0.0,119.4,38.6,2019,August
RAWSON LAKE,15.3,23.5,8.0,0.0,52.6,9.7,2019,August
RAWSON LAKE (AUT),17.7,30.4,8.0,,,34.9,2019,August
SIOUX LOOKOUT A,16.3,28.9,3.2,0.0,112.8,18.0,2019,August
SIOUX LOOKOUT AIRPORT,16.7,29.5,4.2,,95.9,25.0,2019,August
ARMSTRONG (AUT),14.7,28.3,-0.8,,37.5,5.2,2019,August
ARMSTRONG A,15.2,28.4,-0.2,,42.3,6.4,2019,August
CAMERON FALLS (AUT),16.7,28.1,5.3,,51.9,13.0,2019,August
CARIBOU ISLAND (AUT),15.6,22.4,10.0,,34.4,0.0,2019,August
GERALDTON A,15.2,27.7,0.4,0.0,56.8,7.2,2019,August
GERALDTON A,15.1,27.7,0.4,,,6.5,2019,August
GERALDTON AIRPORT,15.5,27.8,0.6,,22.7,7.5,2019,August
HAZELWOOD,,,,0.0,83.0,,2019,August
MARATHON A,13.6,25.0,2.8,,,0.4,2019,August
PUKASKWA (AUT),14.7,26.4,4.4,,115.8,1.6,2019,August
TERRACE BAY AIRPORT,13.9,25.8,2.6,,92.6,0.0,2019,August
THUNDER BAY,16.6,28.6,4.0,,73.7,10.9,2019,August
THUNDER BAY A,16.6,28.6,4.0,,,10.5,2019,August
THUNDER BAY BURWOOD,17.6,29.0,5.0,0.0,4.8,10.0,2019,August
THUNDER BAY CS,16.2,27.9,4.2,,64.3,7.9,2019,August
UPSALA (AUT),15.4,28.7,1.6,,69.1,7.9,2019,August
WELCOME ISLAND (AUT),16.8,24.6,10.2,,58.4,5.1,2019,August
LAKE SUPERIOR PROVINCIAL PARK,14.5,27.1,2.9,,99.2,0.0,2019,August
SAULT STE MARIE A,16.5,29.8,3.8,0.0,42.7,7.4,2019,August
SAULT STE. MARIE AIRPORT,17.2,29.0,5.5,,38.4,13.2,2019,August
WAWA A,14.7,26.5,4.6,,,0.1,2019,August
KILLARNEY (AUT),18.5,25.7,11.6,,,31.4,2019,August
CHAPLEAU A,15.6,27.8,2.6,,,6.1,2019,August
MASSEY,17.6,27.5,3.5,0.0,56.6,22.6,2019,August
MONETVILLE 2,18.5,29.0,6.0,0.0,46.9,35.2,2019,August
SUDBURY CLIMATE,17.1,28.2,5.4,,98.3,19.9,2019,August
SUDBURY A,17.4,28.2,5.7,0.0,79.1,20.6,2019,August
BONNER LAKE,16.7,29.0,3.0,0.0,99.2,15.7,2019,August
EARLTON A,17.0,29.7,5.3,,43.2,14.1,2019,August
EARLTON CLIMATE,16.9,30.3,5.4,,65.9,15.8,2019,August
KAPUSKASING A,16.5,28.2,3.4,0.0,65.1,13.6,2019,August
KAPUSKASING A,16.5,28.2,3.4,,,13.6,2019,August
KAPUSKASING CDA ON,16.0,27.0,2.6,,63.0,8.5,2019,August
KIRKLAND LAKE CS,16.9,28.3,5.3,,,16.0,2019,August
MOOSONEE,16.3,29.3,1.4,,51.3,25.1,2019,August
MOOSONEE UA,16.4,29.0,2.0,0.0,30.0,11.1,2019,August
MOOSONEE RCS,16.8,29.6,2.8,,52.6,28.5,2019,August
NAGAGAMI (AUT),15.5,27.6,2.9,,74.5,9.5,2019,August
OGOKI POST A,16.4,29.5,3.0,,96.6,14.0,2019,August
TIMMINS CLIMATE,15.9,29.6,0.8,,42.7,9.8,2019,August
TIMMINS A,15.8,30.1,0.4,,,9.1,2019,August
ALGONQUIN PARK EAST GATE,16.3,28.3,2.2,,,11.7,2019,August
NORTH BAY A,17.4,27.5,6.1,,40.0,20.7,2019,August
NORTH BAY AIRPORT,17.2,27.3,7.8,,45.2,18.3,2019,August
GORE BAY-MANITOULIN,18.6,27.1,6.8,,48.1,36.6,2019,August
GORE BAY CLIMATE,18.7,27.0,7.2,,45.0,37.7,2019,August
GREAT DUCK ISLAND (AUT),18.4,25.9,11.1,,,25.4,2019,August
APPLETON,19.1,30.0,7.0,0.0,85.2,44.4,2019,August
BROCKVILLE CLIMATE,19.1,30.9,8.6,,49.7,46.3,2019,August
BROCKVILLE PCC,19.0,30.0,2.0,0.0,46.8,49.8,2019,August
CHALK RIVER AECL,20.2,31.5,7.5,0.0,22.2,43.7,2019,August
CORNWALL,21.0,34.0,10.0,0.0,89.8,95.9,2019,August
DRUMMOND CENTRE,19.2,29.5,6.5,0.0,52.4,48.5,2019,August
GRENADIER ISLAND,20.9,31.0,12.6,,,89.4,2019,August
HARTINGTON IHD,20.0,30.0,10.0,0.0,70.0,68.5,2019,August
KEMPTVILLE CS,19.3,30.6,7.6,,,52.9,2019,August
KINGSTON CLIMATE,19.9,27.9,10.0,,57.7,62.8,2019,August
KINGSTON A,20.0,28.0,10.4,,,65.6,2019,August
LYNDHURST SHAWMERE,20.5,29.5,11.5,0.0,68.2,70.5,2019,August
MOOSE CREEK WELLS,18.0,29.9,4.1,,38.2,29.3,2019,August
OMPAH-SEITZ,19.0,29.5,8.0,0.0,40.2,41.6,2019,August
OTTAWA CDA,19.6,30.0,8.0,0.0,65.8,49.6,2019,August
OTTAWA CDA RCS,19.6,29.7,8.5,,63.9,58.1,2019,August
OTTAWA INTL A,19.6,30.4,9.4,0.0,52.7,54.8,2019,August
PEMBROKE CLIMATE,18.1,30.6,4.8,,22.6,28.6,2019,August
PETAWAWA AWOS 2,19.2,31.0,7.1,,27.5,36.7,2019,August
ST. ALBERT,19.1,30.0,7.0,0.0,59.6,47.1,2019,August
PETAWAWA HOFFMAN,20.0,32.5,8.5,0.0,28.2,68.6,2019,August
BALDWIN,18.8,30.0,5.5,0.0,29.6,34.7,2019,August
BARRIE LANDFILL,19.1,30.0,8.0,0.0,58.2,19.0,2019,August
BEATRICE CLIMATE,16.5,27.9,4.4,,75.3,7.4,2019,August
COLDWATER WARMINSTER,19.2,29.0,9.0,0.0,117.4,47.3,2019,August
COLLINGWOOD,19.6,31.8,9.7,,,56.7,2019,August
LAGOON CITY,19.2,28.4,10.0,,,47.1,2019,August
MARKDALE,17.9,29.0,1.5,0.0,91.4,27.9,2019,August
MUSKOKA,17.5,29.4,6.0,,84.4,14.6,2019,August
ORILLIA BRAIN,19.2,29.5,10.0,0.0,84.2,44.4,2019,August
PARRY SOUND CCG,19.3,28.3,10.2,,,49.5,2019,August
SHANTY BAY,19.3,29.5,8.5,0.0,54.0,52.8,2019,August
BARRIE-ORO,17.7,28.1,8.2,,,16.3,2019,August
SPRUCEDALE,,,,0.0,51.2,,2019,August
THORNBURY 3,,,,0.0,38.9,,2019,August
UDORA,19.1,30.0,7.0,0.0,50.6,45.0,2019,August
WIARTON A,17.5,27.9,6.2,,,19.8,2019,August
WIARTON A,17.5,27.9,6.2,0.0,70.4,19.8,2019,August
WESTERN ISLAND (AUT),19.9,26.0,14.5,,,60.7,2019,August
BORDEN AWOS,18.4,31.9,4.8,,19.5,37.4,2019,August
EGBERT CS,18.7,30.5,6.8,,38.4,43.9,2019,August
COVE ISLAND (AUT),18.8,26.6,13.3,,,32.7,2019,August
GODERICH,19.2,28.7,8.1,,22.3,51.3,2019,August
KINCARDINE,20.8,29.0,13.0,0.0,8.6,22.5,2019,August
SARNIA,20.9,30.1,10.8,,0.0,93.6,2019,August
SARNIA CLIMATE,20.7,30.4,10.8,,65.1,83.2,2019,August
TOBERMORY RCS,17.9,25.5,9.5,,26.8,17.2,2019,August
WROXETER,,,,0.0,49.4,,2019,August
AMHERSTBURG,22.9,32.0,12.0,0.0,74.2,143.7,2019,August
CHATHAM KENT,20.3,28.3,9.4,,57.9,79.1,2019,August
DELHI CS,19.2,28.8,6.7,,115.6,53.1,2019,August
FORT ERIE,21.4,29.5,10.5,0.0,41.4,56.4,2019,August
GRIMSBY MOUNTAIN,21.4,31.0,12.0,0.0,105.2,107.1,2019,August
HARROW CDA AUTO,21.3,30.0,9.9,,48.3,106.1,2019,August
KINGSVILLE MOE,22.7,29.0,14.0,0.0,22.0,94.5,2019,August
LONG POINT (AUT),21.6,27.6,15.8,,,108.5,2019,August
NEW GLASGOW,20.6,28.0,10.0,0.0,11.0,34.5,2019,August
PORT COLBORNE,21.0,30.0,10.5,0.0,86.9,92.2,2019,August
PORT WELLER (AUT),21.6,29.5,13.7,,,112.6,2019,August
RIDGETOWN RCS,20.0,28.5,8.1,,103.4,73.3,2019,August
ST CATHARINES A,20.9,30.8,10.3,,,94.3,2019,August
ST THOMAS WPCP,20.3,29.5,7.0,0.0,106.1,77.2,2019,August
TILLSONBURG WWTP,,,,0.0,145.3,,2019,August
VINELAND STATION RCS,21.3,30.3,12.2,,95.4,93.8,2019,August
WELLAND-PELHAM,20.3,28.8,9.9,,59.9,76.0,2019,August
WINDSOR RIVERSIDE,23.2,32.0,13.5,0.0,93.0,161.0,2019,August
WINDSOR A,22.0,31.0,12.9,,16.9,121.7,2019,August
PORT COLBORNE (AUT),21.0,27.6,13.5,,,94.3,2019,August
ERIEAU (AUT),22.2,27.8,14.4,,,129.6,2019,August
POINT PELEE CS,21.6,30.0,11.3,,45.2,114.9,2019,August
BRANTFORD AIRPORT,20.2,30.7,7.9,,,76.8,2019,August
ELORA RCS,18.2,28.5,6.5,,68.2,30.5,2019,August
FERGUS SHAND DAM,19.1,31.5,9.0,0.0,127.2,46.0,2019,August
FERGUS MOE,19.1,29.0,8.0,0.0,115.3,47.9,2019,August
GUELPH TURFGRASS,18.5,32.5,5.7,,51.2,40.8,2019,August
KITCHENER/WATERLOO,19.0,29.7,5.7,,59.1,48.3,2019,August
LONDON A,19.8,30.6,8.3,,,66.5,2019,August
LONDON CS,20.1,28.9,8.5,,118.6,73.9,2019,August
MOUNT FOREST (AUT),18.3,29.0,6.4,,,33.3,2019,August
ROSEVILLE,19.2,28.0,9.0,0.0,101.7,47.6,2019,August
STRATHROY-MULLIFARRY,20.1,29.5,8.0,0.0,151.6,74.5,2019,August
WOODSTOCK,21.5,29.0,11.0,0.0,9.1,20.8,2019,August
BELLEVILLE,21.3,30.0,11.5,0.0,52.4,94.2,2019,August
BURLINGTON PIERS (AUT),21.3,29.5,14.1,,,102.7,2019,August
CENTREVILLE,20.3,32.0,8.0,0.0,47.2,71.5,2019,August
COBOURG (AUT),19.3,25.9,10.4,,,47.0,2019,August
COBOURG STP,20.3,29.0,11.0,0.0,42.7,35.3,2019,August
GEORGETOWN WWTP,20.0,30.0,10.0,0.0,48.8,38.5,2019,August
HAMILTON A,20.0,29.0,9.9,0.0,100.4,66.3,2019,August
OAKVILLE TWN,21.5,31.5,10.0,0.0,53.8,111.7,2019,August
OSHAWA,19.6,28.0,8.8,,83.7,56.3,2019,August
OSHAWA WPCP,20.5,28.0,11.0,0.0,64.2,77.8,2019,August
POINT PETRE (AUT),20.2,27.9,10.3,,,75.0,2019,August
TORONTO CITY,21.5,29.7,13.0,,54.0,106.3,2019,August
TORONTO CITY CENTRE,21.0,29.0,14.0,,39.2,94.2,2019,August
TORONTO BUTTONVILLE A,20.9,31.2,11.2,,,93.2,2019,August
TORONTO INTL A,21.3,30.4,12.2,0.0,44.6,103.3,2019,August
TRENTON AWOS,19.8,29.3,8.8,,22.5,53.3,2019,August
TRENTON A,19.7,29.0,8.9,0.0,43.8,58.7,2019,August
UXBRIDGE WEST,18.5,28.7,6.3,,,33.0,2019,August
TORONTO NORTH YORK,21.1,31.5,10.0,0.0,35.0,97.8,2019,August
HALIBURTON 3,16.9,27.0,4.5,0.0,83.2,15.7,2019,August
PETERBOROUGH A,17.9,29.3,5.0,,31.0,24.8,2019,August
PETERBOROUGH TRENT U,18.7,30.4,6.7,,71.4,40.1,2019,August
SONYA SUNDANCE MEADOWS,,,,0.0,41.4,,2019,August
TAPLEY,,,,0.0,34.9,,2019,August
BANCROFT AUTO,16.6,28.6,3.3,,46.1,13.0,2019,August
BIG TROUT LAKE READAC,13.3,29.4,-0.9,,77.0,12.4,2006,June
EAR FALLS (AUT),16.7,28.0,4.5,,42.6,20.1,2006,June
LANSDOWNE HOUSE (AUT),15.1,29.1,3.4,,87.3,15.8,2006,June
"MUSKRAT DAM 'A', ONTARIO",15.0,29.7,1.1,,,14.1,2006,June
PEAWANUCK (AUT),10.3,30.7,-2.0,,4.8,5.4,2006,June
PICKLE LAKE (AUT),16.9,30.8,4.0,,0.0,28.5,2006,June
PICKLE LAKE A,17.0,31.4,3.9,0.0,43.6,30.0,2006,June
RED LAKE A,16.9,29.3,3.8,0.0,29.8,23.7,2006,June
ATIKOKAN MARMION,,,,0.0,68.6,,2006,June
BARWICK,17.3,29.5,1.5,0.0,37.8,27.4,2006,June
ATIKOKAN (AUT),16.6,28.7,2.2,,46.2,14.3,2006,June
FORT FRANCES A,16.8,29.0,1.5,0.0,87.9,18.5,2006,June
MINE CENTRE SOUTHWEST,17.1,29.0,3.0,0.0,79.4,17.3,2006,June
DRYDEN 'A' (AUT),17.8,28.1,5.4,,76.0,31.3,2006,June
GRASSY NARROWS,,,,0.0,42.0,,2006,June
KENORA A,18.5,27.7,7.5,0.0,68.6,42.9,2006,June
RAWSON LAKE,18.0,28.5,6.0,0.0,91.9,32.7,2006,June
SIOUX LOOKOUT A,17.7,29.1,5.3,0.0,80.9,29.8,2006,June
ARMSTRONG (AUT),14.8,29.3,-1.9,,,11.5,2006,June
CAMERON FALLS (AUT),15.5,27.3,2.8,,22.3,7.6,2006,June
CARIBOU ISLAND (AUT),10.4,17.9,5.2,,,0.0,2006,June
GERALDTON A,15.9,29.6,2.0,0.0,23.0,16.8,2006,June
FLINT,15.3,29.0,-1.5,0.0,69.4,10.6,2006,June
PUKASKWA (AUT),13.0,23.2,3.8,,49.6,0.0,2006,June
TERRACE BAY A,13.3,25.0,1.6,0.0,36.1,0.0,2006,June
TERRACE BAY(AUT),13.1,25.4,1.1,,15.3,0.0,2006,June
THUNDER BAY AWOS,15.6,29.0,1.2,,38.5,9.3,2006,June
THUNDER BAY BURWOOD,16.1,29.5,2.5,0.0,69.4,11.9,2006,June
THUNDER BAY CS,15.6,28.7,1.8,,40.8,9.3,2006,June
TRANQUILLO RIDGE,16.0,29.9,0.6,0.0,43.0,12.0,2006,June
UPSALA (AUT),15.2,27.1,0.3,,45.9,8.9,2006,June
WELCOME ISLAND (AUT),15.3,25.1,8.0,,12.2,2.5,2006,June
WHITEFISH LAKE,15.0,28.0,-2.0,0.0,46.8,6.8,2006,June
LITTLE FLATLAND ISLAND (AUT),15.7,25.2,7.1,,1.2,1.2,2006,June
ELLIOT LAKE A,17.5,29.9,6.0,0.0,59.8,28.2,2006,June
IRON BRIDGE,,,,0.0,48.9,,2006,June
MONTREAL RIVER (AUT),15.3,28.9,4.6,,0.0,11.8,2006,June
SAULT STE MARIE A,15.7,31.0,-0.2,,17.4,12.9,2006,June
WAWA (AUT),13.8,26.3,1.5,,0.0,3.6,2006,June
WAWA A,14.0,26.7,1.6,0.0,34.8,4.3,2006,June
KILLARNEY (AUT),17.0,26.7,6.3,,36.6,15.0,2006,June
CHAPLEAU A,15.4,30.9,2.1,0.0,48.4,11.9,2006,June
MASSEY,17.0,29.5,3.0,0.0,107.6,24.5,2006,June
MONETVILLE,17.6,29.5,3.0,0.0,20.4,36.0,2006,June
SUDBURY A,17.3,31.6,4.0,0.0,63.0,29.9,2006,June
BONNER LAKE,15.5,31.5,0.0,0.0,47.2,21.1,2006,June
EARLTON AWOS,16.0,32.6,1.3,,55.5,21.3,2006,June
KAPUSKASING A,15.7,30.7,0.9,0.0,42.8,28.6,2006,June
KAPUSKASING CDA ON,14.7,30.7,-0.2,,44.4,20.1,2006,June
KIRKLAND LAKE CS,16.1,31.7,2.5,,49.0,20.0,2006,June
MOOSONEE UA,13.8,30.5,0.5,0.0,44.0,21.0,2006,June
MOOSONEE AWOS,12.9,30.1,-2.0,,42.5,15.0,2006,June
MOOSONEE RCS,13.2,30.7,-1.0,,40.4,16.6,2006,June
NAGAGAMI (AUT),14.7,30.0,1.0,,25.4,23.1,2006,June
TIMMINS VICTOR POWER A,15.6,32.8,0.6,0.0,57.6,16.9,2006,June
ALGONQUIN PARK EAST GATE,15.6,30.7,2.7,,194.6,17.0,2006,June
NORTH BAY A,17.3,28.9,2.2,0.0,106.6,31.7,2006,June
GORE BAY  AWOS,17.8,28.7,7.6,,64.0,26.4,2006,June
SANDFIELD,17.2,27.5,6.0,0.0,72.8,20.3,2006,June
ALFRED,17.3,31.1,4.8,,99.2,26.4,2006,June
APPLETON,18.6,30.0,6.0,0.0,133.4,46.1,2006,June
AVONMORE,18.4,31.0,5.5,0.0,114.2,45.3,2006,June
BROCKVILLE PCC,18.5,30.0,7.0,0.0,138.0,45.1,2006,June
CHALK RIVER AECL,18.8,33.0,5.5,0.0,75.6,53.5,2006,June
COMBERMERE,17.5,31.0,5.0,0.0,108.5,29.8,2006,June
CORNWALL,19.1,32.0,7.5,0.0,108.2,62.7,2006,June
CORNWALL,18.2,31.4,7.2,,104.4,43.4,2006,June
DRUMMOND CENTRE,18.6,31.5,6.5,0.0,128.4,44.8,2006,June
GRENADIER ISLAND,17.8,29.7,7.1,,42.4,31.3,2006,June
HARTINGTON IHD,18.0,30.0,6.0,0.0,139.8,36.3,2006,June
KEMPTVILLE CS,21.0,28.3,13.7,,0.4,15.4,2006,June
KINGSTON PUMPING STATION,18.7,29.0,7.5,0.0,99.3,47.0,2006,June
LYNDHURST SHAWMERE,18.5,30.0,7.0,0.0,107.6,43.6,2006,June
MOOSE CREEK WELLS,16.9,30.2,4.2,,74.8,30.1,2006,June
MORRISBURG,18.3,30.5,7.0,0.0,108.0,41.7,2006,June
OAK VALLEY,18.6,31.0,6.0,0.0,85.1,48.0,2006,June
OMPAH,17.4,31.0,5.0,0.0,139.5,34.0,2006,June
OMPAH-SEITZ,18.1,30.0,5.5,0.0,130.6,39.5,2006,June
OTTAWA CDA,19.4,31.4,6.9,0.0,113.8,60.6,2006,June
OTTAWA CDA RCS,18.7,31.1,6.9,,107.3,48.8,2006,June
OTTAWA MACDONALD-CARTIER INT'L  A,18.7,31.3,6.8,0.0,112.6,48.2,2006,June
PETAWAWA A,17.6,33.0,5.0,,72.0,34.9,2006,June
RUSSELL,19.1,31.5,7.0,0.0,103.0,55.1,2006,June
ST. ALBERT,18.6,32.0,7.0,0.0,158.0,47.8,2006,June
WINCHESTER,17.5,29.5,6.6,,78.6,33.2,2006,June
PETAWAWA HOFFMAN,18.7,33.0,6.0,0.0,136.2,51.8,2006,June
ALLISTON NELSON,19.0,33.0,6.5,0.0,43.4,58.8,2006,June
BALACLAVA,,,,0.0,23.5,,2006,June
BALDWIN,17.8,32.0,5.5,0.0,46.0,38.1,2006,June
BARRIE WPCC,18.5,33.0,7.0,0.0,87.1,50.3,2006,June
BEATRICE 2,16.7,30.5,3.0,0.0,92.8,26.6,2006,June
BEATRICE CLIMATE,16.2,30.5,3.8,,91.3,18.4,2006,June
BEAUSOLEIL,18.0,33.0,7.0,,46.1,43.3,2006,June
CHATSWORTH,17.0,32.0,2.0,0.0,51.7,35.5,2006,June
COLDWATER WARMINSTER,18.4,32.0,5.5,0.0,49.4,49.0,2006,June
COLLINGWOOD,18.0,33.6,9.2,,61.5,44.9,2006,June
COOKSTOWN,17.4,31.0,4.5,0.0,53.6,31.3,2006,June
DUNCHURCH,16.8,29.0,2.0,0.0,78.2,27.0,2006,June
HANOVER,17.2,32.5,3.0,0.0,33.8,33.0,2006,June
LAGOON CITY,18.8,27.0,8.4,,81.7,52.4,2006,June
MARKDALE,16.4,34.0,3.0,0.0,39.5,21.1,2006,June
MIDLAND WATER POLLUTION CONTROL PLANT,18.9,32.5,7.0,0.0,6.2,56.4,2006,June
MUSKOKA AWOS,17.1,32.0,4.8,,70.5,31.3,2006,June
ORILLIA BRAIN,19.0,33.0,6.0,0.0,102.8,64.5,2006,June
OWEN SOUND MOE,17.5,31.5,7.5,0.0,22.4,33.6,2006,June
PARRY SOUND CCG,18.0,29.0,5.6,,54.8,35.8,2006,June
PARRY SOUND HARBOUR,18.3,30.5,5.5,0.0,64.8,42.0,2006,June
PORT LAW,16.1,30.0,3.5,0.0,46.4,22.1,2006,June
POWASSAN,17.0,29.5,2.5,0.0,92.6,31.0,2006,June
PRICEVILLE,,,,0.0,71.4,,2006,June
SHANTY BAY,18.3,32.5,5.5,0.0,85.8,44.5,2006,June
BARRIE-ORO,16.6,31.2,4.5,,105.6,21.9,2006,June
SPRUCEDALE,,,,0.0,111.4,,2006,June
THORNBURY 3,,,,0.0,49.1,,2006,June
TROUT CREEK,,,,0.0,45.8,,2006,June
UDORA,18.0,32.5,5.5,0.0,69.2,43.9,2006,June
WALTERS FALLS,17.4,30.5,4.0,0.0,29.0,33.2,2006,June
WIARTON A,16.6,30.7,4.1,0.0,23.0,22.1,2006,June
WILDER LAKE,16.1,27.0,3.0,0.0,43.6,7.9,2006,June
BORDEN AWOS,16.8,33.8,3.8,,,29.9,2006,June
EGBERT CS,17.2,32.5,4.9,,33.6,32.4,2006,June
EGBERT CARE,17.8,32.5,5.0,0.0,34.7,40.1,2006,June
BLYTH,18.2,33.0,4.5,0.0,32.0,47.7,2006,June
CYPRUS LAKE CS,16.4,28.3,4.2,,20.0,12.7,2006,June
EXETER,18.8,33.0,5.0,0.0,40.4,53.5,2006,June
GODERICH,16.7,30.5,5.0,,25.9,29.2,2006,June
NAIRN,18.2,33.0,3.0,0.0,66.3,39.1,2006,June
KINCARDINE,17.5,32.5,4.5,0.0,61.8,38.2,2006,June
PETROLIA ROKEBY,18.7,33.0,4.0,0.0,46.4,50.9,2006,June
SARNIA AIRPORT,18.1,32.0,7.0,0.0,48.9,46.5,2006,June
SARNIA CHRIS HADFIELD A,18.0,32.0,7.3,,42.5,43.6,2006,June
SARNIA CLIMATE,18.1,31.7,7.5,,77.4,43.8,2006,June
SOUTHAMPTON 2,17.1,32.0,4.0,0.0,48.4,31.0,2006,June
TARA,17.4,32.0,3.5,0.0,44.0,36.8,2006,June
WROXETER,,,,0.0,47.8,,2006,June
THEDFORD,18.0,33.5,4.0,0.0,55.4,47.3,2006,June
AMHERSTBURG,20.6,31.5,7.0,0.0,58.8,78.1,2006,June
BLENHEIM 1,18.4,29.5,5.0,0.0,58.6,44.1,2006,June
CHATHAM WPCP,19.9,32.0,7.0,0.0,57.0,73.7,2006,June
DELHI CS,18.5,30.2,4.7,,50.9,43.6,2006,June
ERIEAU BAY,,,,0.0,69.4,,2006,June
FORT ERIE,19.0,31.5,5.5,0.0,55.5,57.2,2006,June
GRIMSBY MOUNTAIN,19.7,33.0,7.1,0.0,94.7,65.6,2006,June
HARROW CDA AUTO,19.6,30.5,7.1,,95.3,63.5,2006,June
KINGSVILLE MOE,20.1,29.0,9.0,0.0,74.3,76.3,2006,June
LONG POINT (AUT),18.5,27.8,10.5,,,38.4,2006,June
MORPETH,,,,0.0,48.8,,2006,June
NEW GLASGOW,18.8,30.0,3.5,0.0,58.0,47.4,2006,June
NIAGARA FALLS NPCSH,19.4,32.0,8.0,0.0,55.9,60.8,2006,June
PORT COLBORNE,19.3,30.0,7.0,0.0,50.8,62.0,2006,June
RIDGETOWN RCS,18.2,30.5,3.5,,51.5,40.3,2006,June
RIDGEVILLE,19.5,31.0,7.0,0.0,81.2,63.8,2006,June
ST CATHARINES POWER GLEN,19.4,31.5,5.5,0.0,80.1,61.4,2006,June
ST THOMAS WPCP,18.9,30.0,4.0,0.0,32.2,52.1,2006,June
SOUTHEAST SHOAL (AUT),19.6,27.2,12.2,,,47.4,2006,June
TILLSONBURG NORTH,19.2,30.5,5.5,0.0,81.0,55.0,2006,June
TILLSONBURG MOE,,,,0.0,70.9,,2006,June
VINELAND,19.8,31.5,8.5,0.0,94.4,67.8,2006,June
VINELAND STATION RCS,19.4,32.5,8.0,,96.2,56.8,2006,June
WATERFORD,,,,0.0,28.0,,2006,June
WELLAND,19.7,31.5,6.0,0.0,78.2,69.9,2006,June
WELLAND-PELHAM,18.9,30.8,7.0,,,51.5,2006,June
WINDSOR RIVERSIDE,20.7,33.0,8.0,0.0,72.9,90.8,2006,June
WINDSOR A,20.6,31.7,9.6,0.0,91.0,85.7,2006,June
PORT COLBORNE (AUT),17.5,25.2,7.9,,43.8,24.6,2006,June
ERIEAU (AUT),18.6,27.7,8.9,,75.2,35.3,2006,June
POINT PELEE CS,17.9,29.7,6.8,,114.0,33.1,2006,June
BRANTFORD MOE,18.7,30.0,6.0,0.0,37.2,44.1,2006,June
CULLODEN EASEY,18.7,29.0,4.0,0.0,100.8,46.5,2006,June
DORCHESTER,,,,0.0,50.7,,2006,June
ELORA RCS,17.5,31.2,4.4,,42.1,29.8,2006,June
FERGUS SHAND DAM,18.1,31.0,5.5,0.0,39.9,37.2,2006,June
FERGUS MOE,17.7,31.5,5.0,0.0,41.8,31.3,2006,June
FOLDENS,18.9,29.0,5.0,0.0,105.8,50.2,2006,June
GLEN ALLAN,18.1,31.5,6.0,0.0,37.8,37.9,2006,June
JAMESTOWN,,,,0.0,48.3,,2006,June
LONDON CS,18.6,30.3,5.1,,45.6,44.4,2006,June
MOUNT FOREST (AUT),17.0,30.2,4.6,,66.2,29.3,2006,June
ROSEVILLE,19.1,32.0,5.5,0.0,35.0,52.5,2006,June
RUSKVIEW,17.6,30.0,5.0,0.0,65.8,35.1,2006,June
SCOTLAND,18.7,30.5,5.0,0.0,74.6,48.3,2006,June
STRATFORD MOE,18.0,32.0,4.5,0.0,85.4,42.8,2006,June
STRATHROY-MULLIFARRY,18.4,32.5,4.0,0.0,65.6,47.4,2006,June
REGION OF WATERLOO INT'L AIRPORT,17.6,32.0,5.1,,17.5,32.2,2006,June
WOODSTOCK,18.1,30.0,5.5,0.0,67.2,38.8,2006,June
ALBERTON,18.6,31.0,5.0,0.0,19.5,41.0,2006,June
AURORA NE,,,,0.0,62.4,,2006,June
BELLEVILLE,19.6,29.0,8.5,0.0,90.3,66.2,2006,June
BLACKSTOCK,17.9,32.5,5.5,0.0,96.3,35.7,2006,June
BLOOMFIELD,,,,0.0,82.2,,2006,June
BURLINGTON PIERS (AUT),19.6,30.8,9.8,,,63.7,2006,June
CALEDON NORTH,,,,0.0,38.2,,2006,June
CENTREVILLE,18.7,30.0,7.0,0.0,98.2,47.9,2006,June
COBOURG (AUT),17.3,28.0,8.2,,39.8,18.0,2006,June
COBOURG STP,18.2,26.5,7.0,0.0,49.5,31.0,2006,June
GEORGETOWN WWTP,18.4,33.0,4.0,0.0,23.3,42.1,2006,June
HAMILTON A,18.6,30.9,6.2,0.0,37.2,43.2,2006,June
HAMILTON RBG CS,18.9,32.7,6.6,,48.8,51.2,2006,June
JANETVILLE,17.9,32.0,6.0,0.0,83.4,36.9,2006,June
KALADAR,18.6,31.5,6.5,0.0,118.6,45.3,2006,June
MADOC,18.4,31.0,7.0,0.0,123.8,37.8,2006,June
MARSH HILL,17.6,31.5,5.5,0.0,58.1,34.5,2006,June
NOBLETON,19.4,33.0,5.0,0.0,24.5,58.8,2006,June
ORANGEVILLE MOE,17.5,31.0,5.0,0.0,53.9,34.2,2006,June
OSHAWA WPCP,18.5,29.0,7.0,0.0,51.1,36.2,2006,June
OAKVILLE GERARD,20.0,35.0,8.0,0.0,70.6,72.8,2006,June
POINT PETRE (AUT),16.9,24.8,8.3,,44.8,15.6,2006,June
PORT PERRY NONQUON,17.9,32.0,6.0,0.0,73.8,36.9,2006,June
RICHMOND HILL,19.5,33.5,7.0,0.0,47.4,66.9,2006,June
SANDHILL,,,,0.0,40.0,,2006,June
STIRLING,,,,0.0,43.9,,2006,June
