Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Weather_Month,Fire_Month,Fires_Ontario_Total
CORNWALL,19.2,30.0,9.5,0.0,153.1,58.4,2010,June,July,166
DRUMMOND CENTRE,17.8,29.5,6.5,0.0,120.2,36.6,2010,June,July,166
GRENADIER ISLAND,18.0,26.6,7.8,,,31.8,2010,June,July,166
HARTINGTON IHD,17.8,27.5,6.0,0.0,170.4,33.7,2010,June,July,166
KEMPTVILLE CS,17.4,28.7,7.1,,113.0,29.5,2010,June,July,166
KINGSTON CLIMATE,17.4,27.1,8.1,,149.4,22.0,2010,June,July,166
LYNDHURST SHAWMERE,18.5,27.5,7.0,0.0,105.6,41.7,2010,June,July,166
OMPAH-SEITZ,17.2,28.0,7.0,0.0,162.2,23.6,2010,June,July,166
OTTAWA CDA,18.5,29.5,8.2,0.0,101.5,46.6,2010,June,July,166
OTTAWA CDA RCS,18.1,29.4,8.3,,104.7,36.4,2010,June,July,166
OTTAWA MACDONALD-CARTIER INT'L A,17.9,29.0,8.3,0.0,120.2,33.4,2010,June,July,166
PETAWAWA AWOS 2,16.3,29.8,4.6,,83.0,17.8,2010,June,July,166
RUSSELL,18.4,29.0,8.5,0.0,112.3,43.5,2010,June,July,166
ST. ALBERT,18.1,28.0,6.5,0.0,131.2,38.4,2010,June,July,166
PETAWAWA HOFFMAN,17.5,30.0,6.5,0.0,105.2,27.3,2010,June,July,166
BALACLAVA,,,,0.0,143.7,,2010,June,July,166
BALDWIN,17.9,29.5,5.5,0.0,109.6,30.9,2010,June,July,166
BEATRICE CLIMATE,15.4,26.2,2.1,,167.8,8.5,2010,June,July,166
BRITT (AUT),15.5,22.1,6.9,,0.0,0.0,2010,June,July,166
CHATSWORTH,16.9,28.0,2.5,0.0,178.6,19.3,2010,June,July,166
COLDWATER WARMINSTER,17.4,28.0,7.0,0.0,175.4,26.1,2010,June,July,166
COLLINGWOOD,17.0,28.9,7.1,,152.3,21.9,2010,June,July,166
DUNCHURCH,15.6,26.0,2.0,0.0,161.8,9.7,2010,June,July,166
LAGOON CITY,17.4,25.6,9.1,,,19.9,2010,June,July,166
MARKDALE,17.9,27.0,6.0,0.0,122.2,11.0,2010,June,July,166
MIDLAND WATER POLLUTION CONTROL PLANT,15.7,26.5,8.0,0.0,56.0,4.5,2010,June,July,166
MUSKOKA,16.1,27.1,3.4,,141.5,12.0,2010,June,July,166
NIPISSING,,,,0.0,135.2,,2010,June,July,166
ORILLIA BRAIN,17.6,29.5,7.5,0.0,179.0,29.9,2010,June,July,166
PARRY SOUND CCG,16.8,25.9,6.0,,135.7,11.9,2010,June,July,166
PARRY SOUND HARBOUR,17.1,26.5,6.0,0.0,143.8,15.5,2010,June,July,166
PORT LAW,15.4,27.0,1.5,0.0,164.0,7.8,2010,June,July,166
POWASSAN,15.9,27.0,3.5,0.0,122.0,12.1,2010,June,July,166
PRICEVILLE,,,,0.0,172.2,,2010,June,July,166
RAVENSCLIFFE,16.9,28.0,4.0,0.0,153.0,20.2,2010,June,July,166
SHANTY BAY,17.6,28.5,6.0,0.0,169.9,27.3,2010,June,July,166
BARRIE-ORO,16.5,28.3,7.3,,181.5,14.2,2010,June,July,166
SPRUCEDALE,,,,0.0,296.4,,2010,June,July,166
THORNBURY 3,,,,0.0,147.2,,2010,June,July,166
UDORA,17.5,29.0,4.5,0.0,150.1,29.4,2010,June,July,166
WIARTON A,16.0,26.3,4.7,0.0,164.0,7.0,2010,June,July,166
BORDEN AWOS,16.8,29.6,2.0,,,19.6,2010,June,July,166
EGBERT CS,16.9,29.1,5.3,,134.5,19.2,2010,June,July,166
GODERICH,17.1,27.9,4.8,,185.9,25.9,2010,June,July,166
NAIRN,18.9,29.5,5.0,0.0,86.0,46.6,2010,June,July,166
KINCARDINE,17.6,28.5,4.5,0.0,193.4,28.4,2010,June,July,166
PETROLIA ROKEBY,19.9,30.5,5.5,0.0,76.9,76.0,2010,June,July,166
SARNIA,19.3,30.7,6.9,,55.7,64.2,2010,June,July,166
SARNIA CLIMATE,19.4,30.9,7.3,,72.1,66.0,2010,June,July,166
SOUTHAMPTON 2,17.0,28.5,4.5,0.0,148.2,19.8,2010,June,July,166
TARA,17.3,28.5,5.0,0.0,143.0,19.4,2010,June,July,166
TOBERMORY RCS,14.7,22.9,5.5,,160.9,0.7,2010,June,July,166
WROXETER,,,,0.0,193.2,,2010,June,July,166
THEDFORD,19.3,31.5,4.5,0.0,60.0,63.2,2010,June,July,166
AMHERSTBURG,22.2,31.5,9.0,0.0,105.7,111.1,2010,June,July,166
CHATHAM WPCP,21.4,30.5,10.0,0.0,16.8,32.4,2010,June,July,166
DELHI CS,19.3,29.1,4.8,,104.7,59.1,2010,June,July,166
FORT ERIE,18.9,27.0,6.0,0.0,197.9,44.1,2010,June,July,166
GRIMSBY MOUNTAIN,19.9,30.3,7.4,0.0,141.6,74.7,2010,June,July,166
HARROW CDA AUTO,21.5,31.0,9.3,,73.7,113.3,2010,June,July,166
KINGSVILLE MOE,21.9,31.0,10.5,0.0,84.2,120.9,2010,June,July,166
LONG POINT (AUT),18.9,25.6,11.9,,,44.2,2010,June,July,166
NEW GLASGOW,20.1,30.0,6.0,0.0,79.0,78.6,2010,June,July,166
NIAGARA FALLS NPCSH,21.4,28.7,10.0,0.0,27.9,22.8,2010,June,July,166
PORT COLBORNE,19.8,27.5,8.0,0.0,125.3,64.1,2010,June,July,166
PORT WELLER (AUT),19.5,28.3,12.0,,126.3,60.6,2010,June,July,166
RAINHAM CENTURY FARM,19.3,27.0,7.0,0.0,24.6,19.1,2010,June,July,166
RIDGETOWN RCS,19.3,29.9,5.3,,97.3,62.7,2010,June,July,166
ST THOMAS WPCP,20.0,29.0,4.0,0.0,19.0,32.4,2010,June,July,166
TILLSONBURG NORTH,19.9,29.5,4.5,0.0,118.3,64.0,2010,June,July,166
TILLSONBURG MOE,,,,0.0,114.2,,2010,June,July,166
VINELAND,20.1,29.5,8.5,0.0,123.0,78.6,2010,June,July,166
VINELAND STATION RCS,19.6,29.4,8.1,,129.7,67.0,2010,June,July,166
WATERFORD,,,,0.0,92.2,,2010,June,July,166
WELLAND,19.8,29.0,6.0,0.0,152.0,57.4,2010,June,July,166
WELLAND-PELHAM,19.0,27.9,6.8,,143.9,51.3,2010,June,July,166
WINDSOR RIVERSIDE,22.4,32.0,10.0,0.0,173.4,135.9,2010,June,July,166
WINDSOR A,22.0,31.1,10.8,0.0,114.8,124.2,2010,June,July,166
PORT COLBORNE (AUT),18.5,25.6,9.3,,,29.6,2010,June,July,166
ERIEAU (AUT),19.7,30.2,11.1,,,62.6,2010,June,July,166
POINT PELEE CS,18.8,30.5,7.1,,,49.0,2010,June,July,166
BRANTFORD MOE,20.7,28.0,12.5,0.0,99.6,35.7,2010,June,July,166
DORCHESTER,,,,0.0,105.7,,2010,June,July,166
ELORA RCS,16.9,28.1,5.1,,184.1,17.9,2010,June,July,166
FERGUS SHAND DAM,17.7,28.0,6.0,0.0,186.8,30.5,2010,June,July,166
FERGUS MOE,17.2,28.0,4.0,0.0,181.0,23.6,2010,June,July,166
FOLDENS,19.3,28.5,5.0,0.0,118.8,59.1,2010,June,July,166
GLEN ALLAN,18.0,28.0,5.5,0.0,180.2,34.7,2010,June,July,166
JAMESTOWN,,,,0.0,190.0,,2010,June,July,166
KITCHENER/WATERLOO,17.6,28.3,4.0,,130.7,26.8,2010,June,July,166
LONDON CS,19.1,29.1,5.5,,132.7,57.5,2010,June,July,166
MOUNT FOREST (AUT),16.7,27.8,4.2,,169.2,18.4,2010,June,July,166
ROSEVILLE,18.3,28.0,5.0,0.0,127.0,37.2,2010,June,July,166
SCOTLAND,19.1,29.5,3.5,0.0,117.6,59.7,2010,June,July,166
STRATFORD MOE,17.9,29.0,4.5,0.0,58.5,26.8,2010,June,July,166
STRATHROY-MULLIFARRY,19.7,30.0,6.0,0.0,119.4,72.9,2010,June,July,166
REGION OF WATERLOO INT'L AIRPORT,17.6,28.3,4.0,,130.7,26.8,2010,June,July,166
WOODSTOCK,18.8,28.5,5.0,0.0,40.6,24.4,2010,June,July,166
BELLEVILLE,19.8,30.0,10.0,0.0,168.9,67.0,2010,June,July,166
BLACKSTOCK,17.9,28.0,6.0,0.0,160.3,31.2,2010,June,July,166
BLOOMFIELD,,,,0.0,128.6,,2010,June,July,166
BURLINGTON PIERS (AUT),19.3,28.9,11.4,,,53.9,2010,June,July,166
CENTREVILLE,18.3,28.5,7.0,0.0,150.6,39.0,2010,June,July,166
COBOURG (AUT),17.3,27.0,7.9,,137.4,15.7,2010,June,July,166
COBOURG STP,18.0,27.0,6.5,0.0,102.1,19.7,2010,June,July,166
GEORGETOWN WWTP,18.0,29.0,4.0,0.0,82.0,26.3,2010,June,July,166
HAMILTON A,18.6,28.4,5.7,0.0,157.4,44.8,2010,June,July,166
HAMILTON RBG CS,19.1,29.4,6.5,,165.5,55.9,2010,June,July,166
KALADAR,18.1,28.0,7.0,0.0,149.4,35.8,2010,June,July,166
OAKVILLE TWN,19.8,29.6,6.2,0.0,136.9,68.3,2010,June,July,166
ORANGEVILLE MOE,17.3,28.0,3.5,0.0,232.5,24.5,2010,June,July,166
OSHAWA,18.0,27.4,7.1,,138.4,31.5,2010,June,July,166
OSHAWA WPCP,18.9,28.0,9.0,0.0,176.8,46.6,2010,June,July,166
POINT PETRE (AUT),16.8,25.3,9.4,,152.8,7.9,2010,June,July,166
RICHMOND HILL,19.1,30.5,8.5,0.0,202.8,53.9,2010,June,July,166
SANDHILL,,,,0.0,165.0,,2010,June,July,166
STIRLING,,,,0.0,33.4,,2010,June,July,166
TORONTO CITY,20.0,30.8,10.0,,157.0,74.0,2010,June,July,166
TORONTO CITY CENTRE,19.2,29.7,11.0,,137.6,34.3,2010,June,July,166
TORONTO LESTER B. PEARSON INT'L A,19.2,29.9,7.5,0.0,191.6,58.7,2010,June,July,166
TORONTO EAST YORK DUSTAN,19.9,30.5,10.0,0.0,182.2,71.7,2010,June,July,166
TRENTON A,18.6,28.5,8.5,0.0,151.2,42.7,2010,June,July,166
WOOLER,18.8,28.0,8.5,0.0,142.2,44.6,2010,June,July,166
MOUNTAINVIEW,18.9,29.5,8.0,0.0,137.2,48.7,2010,June,July,166
TORONTO BUTTONVILLE A,18.8,30.3,7.8,0.0,228.6,47.5,2010,June,July,166
TORONTO NORTH YORK,19.1,30.0,8.5,0.0,195.7,53.4,2010,June,July,166
COE HILL,17.0,27.0,3.5,0.0,96.0,20.5,2010,June,July,166
HALIBURTON 3,16.6,26.5,3.5,0.0,157.4,18.0,2010,June,July,166
MINDEN,16.9,28.0,3.0,0.0,159.3,22.6,2010,June,July,166
PETERBOROUGH AWOS,17.4,28.2,5.3,,176.0,24.6,2010,June,July,166
PETERBOROUGH TRENT U,16.9,27.5,-3.0,0.0,153.9,27.7,2010,June,July,166
PETERBOROUGH TRENT U,17.7,27.8,7.9,,114.7,24.2,2010,June,July,166
SONYA SUNDANCE MEADOWS,,,,0.0,132.8,,2010,June,July,166
TAPLEY,,,,0.0,189.8,,2010,June,July,166
BANCROFT AUTO,16.0,27.8,1.3,,242.0,10.9,2010,June,July,166
BIG TROUT LAKE READAC,14.9,27.5,-0.2,,146.0,9.7,2004,July,August,99
EAR FALLS (AUT),17.0,29.2,4.5,,47.2,15.4,2004,July,August,99
LANSDOWNE HOUSE (AUT),15.9,28.3,2.1,,147.0,19.1,2004,July,August,99
PEAWANUCK (AUT),11.7,30.4,-0.6,,90.2,8.6,2004,July,August,99
PICKLE LAKE (AUT),17.0,29.0,4.3,,0.0,30.5,2004,July,August,99
PICKLE LAKE A,17.1,29.2,3.9,0.0,60.6,31.6,2004,July,August,99
RED LAKE A,17.0,27.8,2.3,0.0,85.0,24.4,2004,July,August,99
ATIKOKAN MARMION,18.4,30.0,4.0,0.0,95.2,50.1,2004,July,August,99
BARWICK,18.2,31.0,4.0,0.0,166.6,45.8,2004,July,August,99
ATIKOKAN (AUT),17.9,30.7,4.0,,85.6,27.4,2004,July,August,99
FORT FRANCES A,18.0,31.0,3.0,0.0,79.8,43.5,2004,July,August,99
MINE CENTRE,17.8,31.0,1.0,0.0,46.8,39.6,2004,July,August,99
STRATTON ROMYN,,,,0.0,167.2,,2004,July,August,99
DRYDEN A,18.2,28.9,5.5,0.0,65.2,44.5,2004,July,August,99
DRYDEN 'A' (AUT),18.5,28.9,5.5,,58.5,47.6,2004,July,August,99
KENORA A,18.7,28.3,8.1,0.0,58.4,53.5,2004,July,August,99
RAWSON LAKE,18.2,29.5,7.0,0.0,51.0,44.9,2004,July,August,99
SIOUX LOOKOUT A,18.1,29.4,5.3,0.0,111.8,44.3,2004,July,August,99
ARMSTRONG (AUT),16.1,29.6,2.3,,,14.5,2004,July,August,99
CAMERON FALLS (AUT),16.5,28.7,4.6,,56.2,11.9,2004,July,August,99
GERALDTON A,16.5,28.8,3.8,0.0,96.0,19.3,2004,July,August,99
FLINT,16.3,32.0,-0.5,0.0,46.8,22.1,2004,July,August,99
PUKASKWA (AUT),13.9,26.5,4.1,,40.8,2.3,2004,July,August,99
PUKASKWA NATL PARK,14.2,26.5,4.1,,40.4,0.8,2004,July,August,99
TERRACE BAY A,14.4,26.2,0.9,0.0,56.5,4.6,2004,July,August,99
TERRACE BAY(AUT),13.8,26.1,0.8,,46.2,0.5,2004,July,August,99
THUNDER BAY A,16.5,30.2,2.6,,85.5,22.0,2004,July,August,99
THUNDER BAY AWOS,16.5,30.2,2.6,,86.0,22.0,2004,July,August,99
THUNDER BAY CS,16.6,30.3,2.8,,82.8,22.6,2004,July,August,99
TRANQUILLO RIDGE,16.8,32.6,1.7,0.0,58.1,26.2,2004,July,August,99
UPSALA (AUT),16.4,30.0,1.0,,62.4,19.5,2004,July,August,99
WELCOME ISLAND (AUT),16.8,28.0,9.6,,,15.0,2004,July,August,99
WHITEFISH LAKE,15.5,31.0,-0.5,0.0,55.0,13.6,2004,July,August,99
KATATOTA ISLAND (AUT),16.2,26.0,8.1,,,7.2,2004,July,August,99
ELLIOT LAKE A,17.3,28.2,7.0,0.0,139.9,21.8,2004,July,August,99
SAULT STE MARIE A,16.7,28.8,4.3,,100.6,15.4,2004,July,August,99
WAWA (AUT),14.7,28.9,2.1,,0.0,2.1,2004,July,August,99
WAWA A,14.9,29.0,2.2,0.0,81.6,4.2,2004,July,August,99
KILLARNEY (AUT),17.7,25.3,11.6,,,14.5,2004,July,August,99
CHAPLEAU A,16.5,29.1,3.3,0.0,65.8,22.1,2004,July,August,99
MASSEY,18.4,30.5,4.5,0.0,99.4,40.6,2004,July,August,99
MONETVILLE,18.6,30.0,4.0,0.0,172.0,43.4,2004,July,August,99
SUDBURY A,18.3,28.8,7.1,0.0,144.4,39.3,2004,July,August,99
BONNER LAKE,16.8,30.0,0.0,0.0,45.0,25.6,2004,July,August,99
EARLTON A,17.8,31.2,4.5,0.0,159.0,34.7,2004,July,August,99
KAPUSKASING A,16.9,29.6,1.8,0.0,45.4,28.4,2004,July,August,99
KAPUSKASING CDA ON,16.3,28.2,0.8,,36.8,20.7,2004,July,August,99
KIRKLAND LAKE CS,17.5,28.9,4.9,,122.0,33.7,2004,July,August,99
MOOSONEE UA,15.5,31.0,4.0,0.0,56.6,28.2,2004,July,August,99
MOOSONEE A,15.1,30.4,3.3,,59.0,23.9,2004,July,August,99
MOOSONEE RCS,15.3,30.9,4.1,,57.4,23.8,2004,July,August,99
NAGAGAMI (AUT),15.9,28.8,0.7,,65.8,15.6,2004,July,August,99
TIMMINS VICTOR POWER A,16.6,30.4,0.6,0.0,62.2,27.6,2004,July,August,99
DWIGHT,18.0,29.0,4.5,0.0,124.6,30.1,2004,July,August,99
NORTH BAY A,18.5,28.6,7.2,0.0,184.6,41.0,2004,July,August,99
GORE BAY A,18.2,28.2,8.4,,89.0,32.4,2004,July,August,99
GREAT DUCK ISLAND (AUT),16.9,23.4,11.0,,0.0,11.5,2004,July,August,99
SANDFIELD,17.7,28.5,6.0,0.0,86.0,26.9,2004,July,August,99
ALEXANDRIA,20.0,30.3,6.7,,122.0,70.1,2004,July,August,99
ALFRED,19.3,29.5,6.8,,121.8,52.2,2004,July,August,99
APPLETON,20.2,30.0,7.5,0.0,57.0,73.5,2004,July,August,99
AVONMORE,20.3,30.0,7.0,0.0,198.6,79.2,2004,July,August,99
BROCKVILLE PCC,20.6,30.0,9.0,0.0,149.9,83.1,2004,July,August,99
CHALK RIVER AECL,19.9,30.0,7.0,0.0,93.1,69.1,2004,July,August,99
COMBERMERE,18.9,28.5,6.0,0.0,79.2,39.4,2004,July,August,99
CORNWALL,21.7,33.0,11.0,0.0,115.4,116.3,2004,July,August,99
CORNWALL,20.8,30.7,9.6,,77.8,60.2,2004,July,August,99
DALHOUSIE MILLS,20.4,31.5,6.5,0.0,129.2,79.6,2004,July,August,99
DRUMMOND CENTRE,19.8,29.5,7.0,0.0,67.0,61.1,2004,July,August,99
GRENADIER ISLAND,20.8,29.5,11.3,,105.2,89.3,2004,July,August,99
HARTINGTON IHD,19.8,28.5,8.0,0.0,189.2,62.6,2004,July,August,99
KEMPTVILLE CS,20.1,29.5,8.1,,101.8,70.5,2004,July,August,99
KINGSTON PUMPING STATION,20.6,28.0,12.0,0.0,133.2,81.5,2004,July,August,99
LYNDHURST SHAWMERE,20.5,30.0,11.0,0.0,151.8,78.7,2004,July,August,99
MOOSE CREEK WELLS,19.0,29.3,5.1,,128.6,51.3,2004,July,August,99
MORRISBURG,20.4,31.0,7.0,0.0,128.6,81.8,2004,July,August,99
NORTH GOWER,20.5,30.5,6.5,0.0,107.8,84.8,2004,July,August,99
OAK VALLEY,20.4,30.0,8.0,0.0,154.2,80.0,2004,July,August,99
OMPAH,18.7,29.0,4.0,0.0,80.6,42.8,2004,July,August,99
OMPAH-SEITZ,19.9,29.0,10.0,0.0,128.2,62.2,2004,July,August,99
OTTAWA CDA,20.8,29.5,9.0,0.0,65.9,90.3,2004,July,August,99
OTTAWA CDA RCS,20.6,29.2,9.1,,55.2,85.5,2004,July,August,99
OTTAWA MACDONALD-CARTIER INT'L  A,20.7,30.0,9.9,0.0,65.2,86.5,2004,July,August,99
PEMBROKE SE,20.2,30.5,6.0,0.0,101.1,75.5,2004,July,August,99
PETAWAWA A,18.8,30.1,4.7,,153.5,43.3,2004,July,August,99
RUSSELL,20.5,29.0,7.5,0.0,160.8,82.4,2004,July,August,99
ST. ALBERT,20.3,30.0,6.5,0.0,115.0,77.5,2004,July,August,99
WINCHESTER,19.5,29.4,7.2,,123.2,56.6,2004,July,August,99
PETAWAWA HOFFMAN,19.7,31.0,7.0,0.0,70.4,62.6,2004,July,August,99
ALLISTON NELSON,20.3,31.5,9.0,0.0,162.0,78.4,2004,July,August,99
BARRIE WPCC,20.3,31.0,9.0,0.0,151.8,76.4,2004,July,August,99
BEATRICE 2,18.3,30.0,2.0,0.0,92.8,37.3,2004,July,August,99
BEAUSOLEIL,20.0,31.3,9.4,,64.6,72.0,2004,July,August,99
CHATSWORTH,18.5,30.0,5.0,0.0,84.2,43.1,2004,July,August,99
COLDWATER WARMINSTER,19.4,30.0,8.0,0.0,72.8,59.4,2004,July,August,99
COLLINGWOOD,19.6,29.6,10.0,,28.6,63.9,2004,July,August,99
COOKSTOWN,18.7,29.0,5.5,0.0,102.4,44.9,2004,July,August,99
DUNCHURCH,18.5,30.5,3.5,0.0,80.2,42.5,2004,July,August,99
HANOVER,18.8,30.0,6.0,0.0,183.2,48.0,2004,July,August,99
LAGOON CITY,19.4,28.1,9.1,,104.0,53.4,2004,July,August,99
MIDLAND WATER POLLUTION CONTROL PLANT,20.1,31.0,9.0,0.0,36.0,75.0,2004,July,August,99
MUSKOKA A,18.8,30.0,6.4,0.0,98.1,45.2,2004,July,August,99
ORILLIA BRAIN,20.1,30.0,8.5,9.8,69.8,72.0,2004,July,August,99
OWEN SOUND MOE,18.8,30.5,8.5,0.0,70.5,48.9,2004,July,August,99
PARRY SOUND CCG,19.6,29.0,8.5,,42.0,62.0,2004,July,August,99
PARRY SOUND HARBOUR,19.6,30.0,8.0,0.0,50.6,61.0,2004,July,August,99
PORT LAW,17.5,28.0,4.0,0.0,98.6,24.8,2004,July,August,99
POWASSAN,17.2,26.5,4.0,0.0,99.4,17.7,2004,July,August,99
PRICEVILLE,,,,0.0,133.7,,2004,July,August,99
ROCKLYN,17.9,28.5,5.0,0.0,97.2,34.9,2004,July,August,99
SHANTY BAY,19.1,30.0,7.5,0.0,124.8,51.6,2004,July,August,99
BARRIE-ORO,18.2,29.7,5.5,,73.8,33.6,2004,July,August,99
SPRUCEDALE,,,,0.0,64.8,,2004,July,August,99
TROUT CREEK,,,,0.0,91.2,,2004,July,August,99
UDORA,19.4,30.0,7.0,0.0,179.6,54.4,2004,July,August,99
WALTERS FALLS,18.9,30.0,6.5,0.0,61.5,52.2,2004,July,August,99
WIARTON A,18.0,30.4,6.7,0.0,56.5,30.6,2004,July,August,99
WILDER LAKE,18.4,29.5,5.5,0.0,107.2,40.7,2004,July,August,99
BORDEN AWOS,18.6,31.8,4.6,,,47.8,2004,July,August,99
EGBERT CS,19.1,29.8,7.3,,117.8,53.5,2004,July,August,99
THORNBURY SLAMA,18.8,31.0,7.5,0.0,48.6,47.9,2004,July,August,99
EGBERT CARE,18.8,29.5,6.5,0.0,119.9,47.0,2004,July,August,99
BLYTH,18.8,30.0,7.0,0.0,117.0,51.4,2004,July,August,99
CYPRUS LAKE CS,17.7,29.2,3.6,,128.8,25.4,2004,July,August,99
COVE ISLAND (AUT),17.0,24.9,11.9,,0.2,15.4,2004,July,August,99
EXETER,20.1,30.5,10.0,0.0,134.2,72.8,2004,July,August,99
GODERICH,18.5,28.7,9.3,,131.8,38.2,2004,July,August,99
NAIRN,20.2,31.0,8.0,0.0,59.7,75.7,2004,July,August,99
KINCARDINE,19.3,30.5,9.0,0.0,55.2,55.9,2004,July,August,99
PETROLIA TOWN,20.8,31.0,11.5,0.0,118.7,91.3,2004,July,August,99
SARNIA AIRPORT,20.0,31.3,10.3,0.0,107.0,71.8,2004,July,August,99
SOUTHAMPTON 2,18.9,31.5,8.0,0.0,62.4,47.0,2004,July,August,99
TARA,18.7,30.0,7.0,0.0,92.0,45.1,2004,July,August,99
WROXETER,,,,0.0,107.4,,2004,July,August,99
THEDFORD,20.0,31.5,8.0,0.0,133.4,72.9,2004,July,August,99
AMHERSTBURG,22.1,31.5,12.0,0.0,110.0,131.8,2004,July,August,99
BELLE RIVER,22.1,32.4,15.2,,,119.2,2004,July,August,99
CHATHAM WPCP,21.3,31.0,10.0,0.0,97.2,105.7,2004,July,August,99
DELHI CS,20.6,30.3,10.0,,74.6,69.2,2004,July,August,99
FORT ERIE,20.5,30.0,10.5,0.0,199.4,81.3,2004,July,August,99
HAGERSVILLE,20.2,30.0,10.0,0.0,103.0,46.7,2004,July,August,99
HARROW CDA AUTO,21.5,30.3,10.0,,69.2,112.2,2004,July,August,99
KINGSVILLE MOE,21.5,29.5,13.0,0.0,65.1,112.9,2004,July,August,99
NEW GLASGOW,20.1,28.0,10.0,0.0,103.0,69.9,2004,July,August,99
NIAGARA FALLS NPCSH,20.8,31.0,13.0,0.0,145.3,87.5,2004,July,August,99
PORT COLBORNE,20.9,30.0,12.0,0.0,195.6,90.6,2004,July,August,99
PORT WELLER (AUT),20.5,30.4,15.1,,145.0,79.3,2004,July,August,99
RIDGETOWN RCS,20.4,29.2,8.0,,81.4,81.1,2004,July,August,99
RIDGEVILLE,20.5,30.0,13.0,0.0,130.9,80.8,2004,July,August,99
ST CATHARINES POWER GLEN,21.1,32.0,11.0,0.0,135.6,98.8,2004,July,August,99
ST THOMAS WPCP,20.4,29.0,9.5,0.0,74.8,77.3,2004,July,August,99
SOUTHEAST SHOAL (AUT),21.7,27.2,15.6,,,101.5,2004,July,August,99
TILLSONBURG NORTH,20.6,30.0,11.0,0.0,76.3,84.1,2004,July,August,99
TILLSONBURG MOE,,,,0.0,67.7,,2004,July,August,99
VINELAND,21.1,31.5,14.0,0.0,107.2,98.5,2004,July,August,99
VINELAND STATION RCS,20.6,31.6,12.6,,119.8,83.4,2004,July,August,99
WATERFORD,,,,0.0,71.6,,2004,July,August,99
WELLAND,21.0,30.0,12.5,0.0,207.4,93.1,2004,July,August,99
WINDSOR RIVERSIDE,22.4,33.5,12.0,0.0,84.3,138.5,2004,July,August,99
WINDSOR A,21.9,31.4,12.7,0.0,92.0,122.4,2004,July,August,99
PORT COLBORNE (AUT),19.4,23.2,13.9,,5.6,11.6,2004,July,August,99
ERIEAU (AUT),20.4,26.4,14.1,,,77.2,2004,July,August,99
POINT PELEE CS,18.1,26.8,9.2,,78.8,30.0,2004,July,August,99
BRANTFORD MOE,20.2,30.5,10.5,0.0,87.0,71.8,2004,July,August,99
CULLODEN EASEY,20.1,29.0,10.0,0.0,89.0,72.8,2004,July,August,99
DORCHESTER,,,,0.0,88.3,,2004,July,August,99
ELORA RCS,18.8,28.4,8.4,,94.8,44.5,2004,July,August,99
FERGUS SHAND DAM,19.1,28.5,9.5,0.0,138.0,53.5,2004,July,August,99
FERGUS MOE,18.8,28.5,8.0,0.0,147.4,45.8,2004,July,August,99
FOLDENS,20.0,29.0,10.0,0.0,111.6,72.2,2004,July,August,99
GLEN ALLAN,19.4,30.0,8.5,0.0,112.8,57.6,2004,July,August,99
GUELPH TURFGRASS CS,17.9,28.7,5.5,,93.4,33.5,2004,July,August,99
LONDON CS,20.0,29.7,11.0,,72.2,69.9,2004,July,August,99
MOUNT FOREST (AUT),18.2,28.8,7.0,,85.6,35.3,2004,July,August,99
ROSEVILLE,19.6,29.0,10.0,0.0,109.5,60.7,2004,July,August,99
RUSKVIEW,18.8,29.0,8.0,0.0,97.6,47.5,2004,July,August,99
SALEM,18.9,29.5,7.5,0.0,130.8,48.5,2004,July,August,99
SCOTLAND,20.2,30.5,9.5,0.0,110.7,75.4,2004,July,August,99
STRATFORD MOE,19.8,30.5,9.0,0.0,92.3,65.7,2004,July,August,99
STRATHROY-MULLIFARRY,20.4,31.0,9.5,0.0,60.6,80.7,2004,July,August,99
REGION OF WATERLOO INT'L AIRPORT,18.9,29.7,7.6,,86.0,49.3,2004,July,August,99
WOODSTOCK,20.1,30.5,6.5,0.0,87.2,73.6,2004,July,August,99
ALBERTON,20.9,31.0,9.5,0.0,86.8,96.2,2004,July,August,99
AURORA NE,,,,0.0,127.8,,2004,July,August,99
BELLEVILLE,20.8,28.0,11.5,0.0,253.9,87.9,2004,July,August,99
BLACKSTOCK,19.2,27.0,8.5,0.0,135.0,49.9,2004,July,August,99
BLOOMFIELD,,,,0.0,127.8,,2004,July,August,99
BURLINGTON PIERS (AUT),20.2,29.7,14.6,,,69.8,2004,July,August,99
CENTREVILLE,20.2,28.5,8.5,0.0,101.6,71.5,2004,July,August,99
COBOURG (AUT),18.9,25.1,9.4,,162.8,41.2,2004,July,August,99
COBOURG STP,19.5,27.0,10.0,0.0,156.1,52.6,2004,July,August,99
FRENCHMANS BAY,,,,0.0,86.0,,2004,July,August,99
GEORGETOWN WWTP,19.7,30.5,7.0,0.0,104.1,62.5,2004,July,August,99
HAMILTON A,20.1,29.6,10.8,0.0,131.4,71.6,2004,July,August,99
HAMILTON RBG CS,20.4,31.2,9.7,,74.2,83.4,2004,July,August,99
JANETVILLE,19.3,28.5,7.0,0.0,234.8,54.4,2004,July,August,99
KALADAR,19.8,28.5,7.0,0.0,142.5,62.9,2004,July,August,99
MADOC,19.8,28.5,8.5,0.0,177.8,60.9,2004,July,August,99
MARSH HILL,18.8,29.5,7.0,0.0,126.5,41.8,2004,July,August,99
MILLGROVE,20.1,30.5,8.5,0.0,114.4,75.5,2004,July,August,99
